3,8,15,22,30,60,90
1.12,1.3,1.46,1.55,1.36,1.02,1.05
0.1,0.17,0.23,0.26,0.24,0.19,0.17
2,2.25,1.64,1.72,1.48,1.06,0.94
0.24,0.29,0.33,0.34,0.31,0.29,0.31
0.35,0.34,0.2,0.23,0.16,0.16,0.14
0.55,1.1,1.08,1.13,1,0.71,0.61
0.49,0.33,0.48,0.36,0.37,0.38,0.48
4.13,3.37,3.04,3.02,2.96,2.82,2.59
0.24,0.26,0.38,0.44,0.42,0.56,0.67
0,0,0,0,0,0,0
104.261808,111.9218592,121.2132176,124.3339792,118.7307936,124.6886112,119.0854256
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
